Type,Group,Drug,DrugName,Protein_ID,Gene,fc,log_pvalue,log_adj.pvalue,rank,total_rank,drug_cv,con_cv,lasso_score,norm_fc_drug,norm_fc_prot,coverage,psm,upep,avg_abund,utoP,ratio_to_total_psm,ratio_to_total_upep,Class,H-Score
lumos,Group 37,Clinofibrate,Clinofibrate,Q969E2,SCAMP4,0.443473022,8.154875575,4.996010718,3.349277527,0.996476778,0.044202074,0.033314565,0.422095866,5.493950686,4.208172562,0.08,7,2,3.297683928,0.285714286,1.655913978,1.047619048,Background,0.955882353
480,Group 37,Clinofibrate,Clinofibrate,Q96C36,PYCR2,0.273391898,8.087798081,5.33986864,3.826398782,0.996326271,0.013348778,0.014786212,0.264136006,3.364058213,7.428877193,0.45,30,11,4.012620023,0.366666667,1.544622426,1.348773842,Background,0.808823529
lumos,Group 37,Clinofibrate,Clinofibrate,Q9H7Z7,PTGES2,0.46181049,6.041602908,3.484798042,3.951337519,0.989337976,0.034864402,0.054709224,0.363564296,5.755519952,8.302710771,0.28,18,9,3.638604055,0.5,1.060209424,1.027918782,Background,0.838235294
480,Group 37,Clinofibrate,Clinofibrate,Q9NSK0,KLC4,0.277228269,8.177191045,5.33986864,3.717254313,0.996534928,0.022846333,0.020815966,0.256576091,3.421929671,7.282760241,0.4,47,15,3.943318883,0.319148936,1.51504298,1.506696429,Background,0.882352941
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,O95218,ZRANB2,-0.530882316,6.861015046,4.142721005,3.511616021,0.993090379,0.091613624,0.027719196,0.0,7.772059135,11.04363954,0.19,19,8,3.330129562,0.421052632,1.68972332,1.558441558,Background,0.897058824
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P07203,GPX1,-0.291740815,6.005548638,3.425557295,3.649918719,0.989146422,0.013809228,0.029534332,0.0,3.910057666,6.117329689,0.69,44,12,3.535623198,0.272727273,1.111111111,1.038461538,Background,0.904411765
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P15559,NQO1,-0.507911435,9.757310154,6.436956121,2.909556029,0.99847099,0.019403184,0.007704956,0.0,7.401092253,3.808002999,0.46,70,15,3.964228979,0.214285714,0.905953408,0.965665236,Background,0.941176471
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P16435,POR,0.633852692,10.89637227,7.274988239,2.608526034,0.999179055,0.033528113,0.025738467,0.615111917,9.434973107,6.77637301,0.36,66,25,3.959720937,0.378787879,3.007389163,2.146171694,Background,0.985294118
480,Group 39,Pixantrone (dimaleate),Pixantrone,P30041,PRDX6,-0.16142514,7.095551437,4.078017278,3.307496038,0.993914745,0.004528917,0.010348926,0.0,2.032816698,2.973191219,0.68,93,21,4.411228159,0.225806452,0.938551245,0.874190564,Background,0.904411765
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P30048,PRDX3,-0.42652172,7.027710904,4.251424915,3.453624074,0.993654779,0.023051579,0.033644766,0.0,6.086693882,9.070574637,0.57,92,15,3.920279895,0.163043478,1.012720157,1.115702479,Background,0.963235294
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P32119,PRDX2,-0.175942527,5.772041234,3.229838452,3.68770728,0.987586627,0.025243322,0.017208377,0.0,2.039980102,3.769822347,0.57,104,15,4.018656817,0.144230769,0.71680196,0.913396482,Background,0.897058824
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P36969,GPX4,-0.354966299,7.527601508,4.508277471,3.210586025,0.995111956,0.018081659,0.02559314,0.0,4.931113858,7.489297004,0.61,36,13,3.609140671,0.361111111,1.031847134,1.17,Background,0.970588235
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P49591,SARS1,-0.186949813,7.100785449,4.257552671,3.386677284,0.993931848,0.011994452,0.007860698,0.0,2.217741609,5.043056281,0.61,106,32,3.949585151,0.301886792,0.921561051,0.98630137,Background,0.875
480,Group 39,Pixantrone (dimaleate),Pixantrone,P49757,NUMB,0.763987506,9.213417363,5.797943195,2.909556029,0.998022891,0.033331868,0.051301337,0.601415622,12.34824269,14.82603487,0.05,5,3,2.686591586,0.6,1.375,1.0,Background,0.882352941
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,P49821,NDUFV1,0.234421565,5.701073718,3.193633042,3.722469386,0.987100901,0.020755401,0.027230437,0.176657216,2.984383841,1.419934991,0.14,14,5,3.22073553,0.357142857,2.417670683,1.335403727,Background,0.823529412
480,Group 39,Pixantrone (dimaleate),Pixantrone,P82675,MRPS5,-0.168476136,5.819522164,3.144410686,3.649918719,0.987897902,0.028905683,0.017882488,0.0,2.153524583,3.972314754,0.2,17,9,3.60818895,0.529411765,0.946782178,0.850840336,Background,0.838235294
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,Q06830,PRDX1,-0.275830725,8.115397182,4.971134408,3.085647288,0.996398104,0.008171933,0.020150329,0.0,3.653118621,4.846990115,0.8,234,20,4.434886525,0.085470085,0.94711279,1.036866359,Background,0.926470588
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,Q14978,NOLC1,-0.561524837,7.409535483,4.487121459,3.307496038,0.994821205,0.098724971,0.025652906,0.0,8.266918706,16.7695318,0.29,43,21,3.73153236,0.488372093,1.330811554,1.375545852,Background,0.963235294
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,Q16881,TXNRD1,0.199597311,6.091846471,3.470462442,3.608526034,0.989608204,0.008603358,0.026639926,0.178627944,2.421991627,2.860928772,0.5,115,25,3.984097307,0.217391304,1.033346645,0.906526994,Background,0.919117647
480,Group 39,Pixantrone (dimaleate),Pixantrone,Q9BRS2,RIOK1,0.189879015,5.911767805,3.195263641,3.608526034,0.988503349,0.022904823,0.022073103,0.157722797,2.519926187,4.908144144,0.26,25,14,3.58310805,0.56,1.149131767,1.060606061,Background,0.889705882
lumos,Group 39,Pixantrone (dimaleate),Pixantrone,Q9NNW7,TXNRD2,0.234776395,6.592033598,3.924892079,3.562768543,0.992060777,0.004582848,0.023032314,0.175424018,2.990114146,3.894801984,0.23,28,9,3.265242469,0.321428571,0.850776502,0.777351248,Background,0.830882353
480,Group 4,Vinblastine (sulfate),Vinblastine,O00423,EML1,-0.228342419,5.436350694,2.720811588,3.390405156,0.985089586,0.009270254,0.029795365,0.0,3.33858866,3.484886284,0.1,10,7,3.247740108,0.7,1.930693069,2.022222222,Background,0.854166667
480,Group 4,Vinblastine (sulfate),Vinblastine,P62328,TMSB4X,-0.434403104,4.800381934,2.171993004,3.477555332,0.977725024,0.065647327,0.058231695,0.0,7.048214424,3.199531679,0.43,5,3,2.919653282,0.6,0.839552239,1.007462687,Background,0.808823529
480,Group 4,Vinblastine (sulfate),Vinblastine,P68366,TUBA4A,-0.439350625,7.095966824,4.271283249,3.281260687,0.993918165,0.009289078,0.012354624,0.0,7.137282619,12.46997775,0.6,148,7,4.190564194,0.047297297,0.844641725,1.029411765,Background,0.977941176
480,Group 4,Vinblastine (sulfate),Vinblastine,P68371,TUBB4B,-0.33198325,11.23801757,7.56823596,2.436162647,0.999346665,0.007221738,0.012502103,0.0,5.204391914,10.30367781,0.77,220,2,4.951768442,0.009090909,0.872554204,1.0,Target,0.985294118
480,Group 4,Vinblastine (sulfate),Vinblastine,Q13509,TUBB3,-0.354154929,9.26060299,6.192881366,3.038222638,0.998070779,0.018321144,0.018447323,0.0,5.603539543,15.62472128,0.68,124,11,4.071939051,0.088709677,0.848669202,1.378830084,Background,1.0
lumos,Group 4,Vinblastine (sulfate),Vinblastine,Q13885,TUBB2A,-0.203991282,7.749982565,4.872956949,3.135132651,0.995666094,0.007840639,0.016016487,0.0,3.33934077,2.962487568,0.74,228,2,3.220304261,0.00877193,0.802291326,1.323076923,Background,0.911764706
480,Group 4,Vinblastine (sulfate),Vinblastine,Q13938,CAPS,-0.567747317,10.60316906,7.234417443,2.737192643,0.999025128,0.012143234,0.02197883,0.0,9.448755469,12.78570717,0.28,13,9,3.420797101,0.692307692,1.796363636,1.976878613,Background,0.942401961
lumos,Group 4,Vinblastine (sulfate),Vinblastine,Q32P44,EML3,-0.297972102,6.782916231,4.052018651,3.281260687,0.992837254,0.038082193,0.025436447,0.0,5.254895054,2.993321627,0.12,7,7,3.092106305,1.0,0.99339934,1.368181818,Background,0.897058824
480,Group 4,Vinblastine (sulfate),Vinblastine,Q3ZCM7,TUBB8,-0.521882817,10.05206377,6.859403412,2.913283902,0.998730956,0.009512676,0.023002603,0.0,8.623075732,7.549510105,0.25,101,1,3.641404697,0.00990099,0.904477612,0.666666667,Background,0.933823529
lumos,Group 4,Vinblastine (sulfate),Vinblastine,Q71U36,TUBA1A,-0.279574966,9.370033127,6.095067503,2.737192643,0.998183659,0.001799082,0.015163847,0.0,4.879917339,7.993011871,0.8,287,1,4.745884823,0.003484321,0.798870686,0.875,Target,0.955882353
480,Group 4,Vinblastine (sulfate),Vinblastine,Q96GY0,ZC2HC1A,-0.492353864,8.666754584,5.695942973,3.135132651,0.99739692,0.022242349,0.02177237,0.0,8.091478141,10.95001884,0.29,13,11,3.390899797,0.846153846,0.95276873,1.076086957,Background,0.963235294
480,Group 4,Vinblastine (sulfate),Vinblastine,Q9BQE3,TUBA1C,-0.326731632,8.486188789,5.594558425,3.214313897,0.997071963,0.012999343,0.021334924,0.0,5.109849198,10.77606452,0.73,159,15,4.831277412,0.094339623,0.826785302,1.074840764,Background,0.985294118
480,Group 4,Vinblastine (sulfate),Vinblastine,Q9BUF5,TUBB6,0.174329915,3.889177695,1.423516062,3.64028263,0.953777373,0.029270012,0.036821925,0.123271302,2.366223744,2.883888846,0.5,67,5,3.51736747,0.074626866,0.872143477,0.868725869,Background,0.816176471
480,Group 4,Vinblastine (sulfate),Vinblastine,Q9BVA1,TUBB2B,-0.299164293,4.360990827,1.837337247,3.582290683,0.969077737,0.044603885,0.043473516,0.0,4.61356572,6.430812292,0.68,170,1,2.978773784,0.005882353,0.798396334,0.773584906,Background,0.838235294
lumos,Group 4,Vinblastine (sulfate),Vinblastine,Q9Y399,MRPS2,0.313541558,5.092751426,2.516755805,3.436162647,0.981689505,0.080803349,0.031499646,0.260893104,5.572237873,4.906487292,0.27,9,8,3.245092976,0.888888889,0.947368421,1.302325581,Background,0.911764706
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P05091,ALDH2,0.349859719,10.15357387,6.785379988,2.444044796,0.998778844,0.016802802,0.017226923,0.309452156,8.396494272,8.071951536,0.47,75,22,4.309046458,0.293333333,0.899041023,0.857885615,Background,0.992647059
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P30038,ALDH4A1,0.387663632,8.862969287,5.892715418,2.841984805,0.997636362,0.023077695,0.023834576,0.328940317,9.392103409,13.67161599,0.37,34,20,4.213739496,0.588235294,1.088967972,1.19205298,Background,0.992647059
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P30048,PRDX3,-0.345694341,6.818010218,3.926937594,2.921166051,0.992953555,0.038068549,0.024023612,0.0,8.286794289,6.559766195,0.59,65,16,4.281408381,0.246153846,1.025955805,1.128526646,Background,0.985294118
lumos,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P30837,ALDH1B1,0.665734181,11.80739917,8.2289892,2.1430148,0.99949033,0.012510737,0.030099565,0.603086189,15.33266962,8.400110765,0.5,63,19,3.874307833,0.301587302,1.072239032,1.036363636,Background,1.0
lumos,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P51648,ALDH3A2,0.349546746,10.52151426,7.244134288,2.444044796,0.998987501,0.01406712,0.016126905,0.315878157,7.657602632,4.181904667,0.23,21,9,3.482401889,0.428571429,2.425742574,1.711956522,Background,0.985294118
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,P51649,ALDH5A1,0.24304879,6.555438956,3.731313122,2.98811284,0.991917112,0.009540518,0.030678767,0.233772313,5.583506692,3.44712017,0.27,25,14,3.891648944,0.56,0.707102451,0.834437086,Background,0.933823529
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,Q01581,HMGCS1,0.269215473,9.075783353,6.00861947,2.745074792,0.997875805,0.018279258,0.008337273,0.245002947,6.272636122,5.343841428,0.46,56,23,4.270920949,0.410714286,0.953461975,1.005830904,Background,0.941176471
lumos,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,Q06830,PRDX1,-0.11544202,5.527904523,2.85258454,3.046104787,0.985831857,0.009409971,0.01501083,0.0,1.97499399,1.659375961,0.79,238,19,4.444008082,0.079831933,0.963302752,0.985023041,Background,0.808823529
480,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,Q96AB3,ISOC2,0.179948466,4.831340917,2.116359553,3.09725731,0.978258639,0.009296717,0.031809455,0.180740834,3.92168774,4.340451774,0.48,9,7,3.481170213,0.777777778,0.658536585,1.086206897,Background,0.823529412
lumos,Group 40,Acetohydroxamic acid,Acetohydroxamic acid,Q9BWD1,ACAT2,-0.12875014,6.223406961,3.490095031,2.98811284,0.990292325,0.015106892,0.013311172,0.0,2.298032476,5.006936298,0.81,150,21,3.910480328,0.14,1.337428175,0.915697674,Background,0.882352941
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,O60701,UGDH,0.692906064,8.9773806,6.037262733,3.174641193,0.997762925,0.052380852,0.032912364,0.61029646,8.885788464,11.35129395,0.71,101,33,4.582958882,0.326732673,0.749134663,0.839932127,Background,0.977941176
lumos,Group 41,Hydroxyzine (pamoate),Hydroxyzine,O75153,CLUH,0.28686715,5.871337701,3.167079911,3.378761175,0.988267327,0.035426148,0.015552389,0.165166069,3.644788463,4.682385585,0.33,75,38,3.925428129,0.506666667,0.852488002,0.989583333,Background,0.897058824
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,O75323,NIPSNAP2,0.304443722,8.352974209,5.492037588,3.253822439,0.996801735,0.018294303,0.023125019,0.279573022,3.573871642,3.876447821,0.2,13,6,3.427599699,0.461538462,0.795918367,0.85443038,Background,0.860294118
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P02768,ALB,0.396348513,7.48474615,4.748748266,3.378761175,0.994999076,0.017516607,0.036566649,0.322666081,4.830597339,6.285264752,0.44,60,27,4.244960813,0.45,0.826699326,0.9375,Background,0.970588235
lumos,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P09417,QDPR,-0.537942619,4.849365335,2.476450852,3.70612011,0.978484399,0.059619067,0.063258153,0.0,7.484153402,9.564541091,0.43,23,7,3.329855326,0.304347826,0.908691835,0.777777778,Background,0.889705882
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P11766,ADH5,-0.674974241,11.49253442,8.154476542,2.776701184,0.999408235,0.033131448,0.018606252,0.0,8.640584901,17.15200058,0.43,71,21,4.381494133,0.295774648,0.781938326,0.931034483,Background,0.992647059
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P14550,AKR1A1,0.343295371,4.994768584,2.698103394,3.818093869,0.980519658,0.051768836,0.025734865,0.2566866,4.105137378,10.08104043,0.5,29,15,4.107116654,0.517241379,1.065306122,1.0,Background,0.838235294
lumos,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P15559,NQO1,-0.66004861,4.828526124,2.476450852,3.730943693,0.978186806,0.082308975,0.069011925,0.0,9.351358756,5.100712245,0.46,67,15,3.958356003,0.223880597,0.867126833,0.965665236,Background,0.933823529
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P50336,PPOX,0.317364818,5.703697878,3.295058928,3.70612011,0.987121425,0.008558043,0.04754068,0.272759739,3.750557472,2.332368224,0.39,17,13,3.540241856,0.764705882,0.843439912,1.114285714,Background,0.852941176
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P51580,TPMT,0.605421801,5.930515226,3.405370707,3.589614541,0.988619649,0.104936237,0.02506491,0.47509674,7.689510012,18.0257772,0.41,17,10,3.867043004,0.588235294,0.648854962,0.766609881,Background,0.955882353
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,P51649,ALDH5A1,0.30943672,7.093646568,4.42510283,3.429913698,0.993890801,0.019188808,0.030683889,0.281436191,3.642146968,4.57476536,0.37,42,18,4.072235188,0.428571429,1.187932118,1.072847682,Background,0.911764706
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q03426,MVK,0.753514863,13.23838252,9.599294654,2.475671188,0.999746875,0.010295602,0.014989344,0.700328844,9.714566097,15.68968707,0.25,13,8,3.4459543,0.615384615,1.149312377,1.011235955,Background,0.970588235
lumos,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q86U90,YRDC,0.785082926,8.114573953,5.232920511,3.174641193,0.996391262,0.040086593,0.067466323,0.584714025,11.26334311,8.487603782,0.23,5,4,2.586362223,0.8,0.901639344,1.041420118,Background,0.933823529
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q9BPW8,NIPSNAP1,0.35505691,5.495513673,3.157455798,3.776701184,0.985585573,0.008542493,0.056232179,0.286438587,4.265967168,4.43855229,0.28,15,9,4.026582288,0.6,0.602140946,0.849056604,Background,0.838235294
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q9H845,ACAD9,0.20056257,5.96279376,3.405370707,3.554852434,0.988845409,0.017870149,0.024075076,0.166354213,2.153378646,3.623856315,0.32,26,18,3.891763188,0.692307692,1.418181818,1.459459459,Background,0.882352941
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q9H857,NT5DC2,0.90054615,10.46085302,7.423825138,3.07773118,0.998949874,0.025794867,0.023176919,0.832498198,11.72510324,10.44090415,0.23,15,12,3.525116103,0.8,1.958456973,1.948339483,Background,0.985294118
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q9NRV9,HEBP1,0.285346913,7.064190701,4.42510283,3.475671188,0.993777921,0.008033138,0.028043295,0.25382237,3.312737814,5.049945977,0.54,16,8,3.376804993,0.5,0.971659919,0.942408377,Background,0.845588235
480,Group 41,Hydroxyzine (pamoate),Hydroxyzine,Q9UKU7,ACAD8,0.449107178,10.687139,7.525172387,2.952792443,0.999073016,0.008390439,0.023513397,0.409983067,5.552030561,8.554584193,0.22,13,9,3.412544542,0.692307692,1.930693069,1.659836066,Background,0.977941176
480,Group 43,Phenazine (methylsulfate),Phenazine,O75880,SCO1,-0.82649628,10.25205694,7.253100499,3.341434525,0.998833574,0.036872637,0.030809565,0.0,11.80959544,12.24707782,0.15,9,5,3.416457433,0.555555556,1.519480519,1.547619048,Background,0.971813725
480,Group 43,Phenazine (methylsulfate),Phenazine,P00387,CYB5R3,0.450034313,10.29645486,7.253100499,3.244524512,0.998857518,0.018139686,0.007005069,0.415270449,6.120098666,8.79097367,0.7,41,16,4.098911833,0.390243902,2.222891566,1.592920354,Background,0.948529412
lumos,Group 43,Phenazine (methylsulfate),Phenazine,P05067,APP,0.511391656,7.994396554,5.387800245,3.64246452,0.996155241,0.039186395,0.024214827,0.472824766,7.916327518,8.168160031,0.05,5,3,2.644979889,0.6,1.611111111,1.338461538,Background,0.867647059
480,Group 43,Phenazine (methylsulfate),Phenazine,P07203,GPX1,-1.000622382,11.66396075,8.267064304,2.943494516,0.999449283,0.021188691,0.027437102,0.0,14.44117573,21.37127047,0.59,37,10,3.87528125,0.27027027,1.104844061,0.9375,Background,0.985294118
480,Group 43,Phenazine (methylsulfate),Phenazine,P15559,NQO1,-0.779585615,9.037556968,6.288914071,3.545554507,0.997814234,0.02873375,0.036451072,0.0,11.10063118,5.356719142,0.42,56,15,4.303291116,0.267857143,0.937151357,0.932320442,Background,0.977941176
lumos,Group 43,Phenazine (methylsulfate),Phenazine,P16152,CBR1,0.33567727,8.621383944,5.792938885,3.420615771,0.997307984,0.026085122,0.008627597,0.252808741,4.943318803,11.60326944,0.69,62,15,3.707812802,0.241935484,1.109343936,1.022727273,Background,0.941176471
480,Group 43,Phenazine (methylsulfate),Phenazine,P16435,POR,0.756467849,12.38398336,8.686056915,2.64246452,0.999613472,0.005829096,0.016849811,0.723349404,10.75125073,12.92003162,0.42,63,25,4.333498661,0.396825397,2.227022781,1.58005618,Background,0.970588235
lumos,Group 43,Phenazine (methylsulfate),Phenazine,P18283,GPX2,-0.342226664,8.223472201,5.571118401,3.59670703,0.996613602,0.016279663,0.021582372,0.0,5.05413161,7.91424846,0.6,18,9,3.180756492,0.5,1.058823529,0.992307692,Background,0.948529412
480,Group 43,Phenazine (methylsulfate),Phenazine,P21399,ACO1,-0.254574074,6.478442905,3.894459813,3.756407873,0.991602416,0.019577272,0.015423467,0.0,3.16609402,5.885603015,0.37,68,31,4.325123472,0.455882353,1.116788321,0.944482058,Background,0.838235294
480,Group 43,Phenazine (methylsulfate),Phenazine,P24666,ACP1,-0.297614323,9.032598006,6.288914071,3.59670703,0.997807393,0.001975517,0.011898489,0.0,3.816564399,5.133478542,0.77,33,12,3.92911737,0.363636364,0.95621378,1.065088757,Background,0.845588235
lumos,Group 43,Phenazine (methylsulfate),Phenazine,P30048,PRDX3,-0.59411139,10.5858089,7.456333849,3.119585775,0.999014866,0.012360289,0.016976489,0.0,9.315908378,12.9498023,0.57,114,15,3.964636704,0.131578947,1.254892368,1.115702479,Background,0.977941176
lumos,Group 43,Phenazine (methylsulfate),Phenazine,P36969,GPX4,-0.909929709,13.76923595,10.16263964,2.64246452,0.999815287,0.016705011,0.017064735,0.0,14.65941291,20.21692375,0.57,40,12,3.609941066,0.3,1.146496815,1.08,Background,0.977941176
480,Group 43,Phenazine (methylsulfate),Phenazine,P51452,DUSP3,-0.339749062,8.061714782,5.405181023,3.683857205,0.996278382,0.018687799,0.023098332,0.0,4.453349733,7.117653751,0.56,21,9,3.695319661,0.428571429,1.261682243,1.23100304,Background,0.919117647
480,Group 43,Phenazine (methylsulfate),Phenazine,Q5R3I4,TTC38,-0.461266336,9.880169331,6.960394137,3.420615771,0.998590711,0.013279383,0.02052467,0.0,6.289849041,8.827408668,0.36,20,12,3.751436931,0.6,0.763358779,0.820668693,Background,0.963235294
lumos,Group 43,Phenazine (methylsulfate),Phenazine,Q7Z4W1,DCXR,-0.169179627,6.58950105,4.087922945,3.721645766,0.992036833,0.000747318,0.011596754,0.0,2.126253236,4.623077211,0.75,62,13,3.737232411,0.209677419,1.155758078,0.971760797,Background,0.823529412
lumos,Group 43,Phenazine (methylsulfate),Phenazine,Q96KP4,CNDP2,-0.145687403,6.204384797,3.773735846,3.788592556,0.990189707,0.011465254,0.014006952,0.0,1.728775335,3.07693221,0.65,140,27,3.982508673,0.192857143,1.503938888,1.106557377,Background,0.801470588
480,Group 43,Phenazine (methylsulfate),Phenazine,Q9BV57,ADI1,-0.331860577,6.30730855,3.755510141,3.788592556,0.990750686,0.040131945,0.032182043,0.0,4.334130496,7.399595413,0.77,26,11,3.852592822,0.423076923,1.068493151,1.083150985,Background,0.882352941
lumos,Group 43,Phenazine (methylsulfate),Phenazine,Q9NNW7,TXNRD2,0.217164724,6.580575902,4.087922945,3.756407873,0.992006048,0.021692139,0.023571559,0.189746868,2.938139597,3.539439636,0.39,37,13,3.418715497,0.351351351,1.124240378,1.122840691,Background,0.852941176
480,Group 45,Alarelin (Acetate),Alarelin,P09001,MRPL3,0.173561686,8.047332576,4.808909678,2.79518459,0.996261279,0.011276316,0.01318856,0.155506599,2.973702439,3.05306442,0.19,11,6,3.54174145,0.545454545,0.997840173,0.871972318,Background,0.882352941
480,Group 45,Alarelin (Acetate),Alarelin,P0CG30,GSTT2B,0.281413445,5.990043363,3.28695871,3.448397103,0.989013019,0.019432863,0.03758694,0.278817455,5.311056261,4.671173276,0.12,4,3,3.077585906,0.75,0.917647059,1.114285714,Background,0.919117647
lumos,Group 45,Alarelin (Acetate),Alarelin,P12081,HARS1,0.178578897,5.004123898,1.953937548,3.096214585,0.980649641,0.012358614,0.028285439,0.118150321,2.679084627,4.386672851,0.58,54,22,3.987643924,0.407407407,0.975120385,1.197097944,Background,0.941176471
480,Group 45,Alarelin (Acetate),Alarelin,P27144,AK4,0.890986375,11.14750663,7.473932831,2.494154594,0.999312459,0.045563166,0.033044287,0.863751336,18.52166704,18.80521786,0.58,16,10,3.796407799,0.625,0.72653885,0.980392157,Background,0.970588235
480,Group 45,Alarelin (Acetate),Alarelin,P49902,NT5C2,0.181763754,6.594772145,3.699349599,3.272305844,0.992084722,0.018007212,0.016704018,0.161517701,3.151456939,7.009343798,0.3,28,17,4.020064883,0.607142857,0.744240992,0.950310559,Background,0.941176471
480,Group 45,Alarelin (Acetate),Alarelin,Q12979,ABR,0.220570236,6.635165259,3.699349599,3.193124598,0.992242069,0.015151174,0.025099131,0.195978823,3.992467592,3.173649536,0.07,7,4,3.366021166,0.571428571,1.360189573,1.197080292,Background,0.875
480,Group 45,Alarelin (Acetate),Alarelin,Q14118,DAG1,0.167434405,7.391660265,4.32014646,3.096214585,0.994780158,0.009055027,0.015051303,0.157066233,2.840912546,6.121937198,0.18,22,13,3.690727544,0.590909091,0.989010989,1.013864818,Background,0.904411765
480,Group 45,Alarelin (Acetate),Alarelin,Q86TM6,SYVN1,0.243366823,5.079993959,2.650825131,3.724603515,0.98154584,0.041895273,0.033528815,0.18247876,4.486513207,1.311803303,0.09,8,5,3.037326878,0.625,1.070422535,1.079545455,Background,0.816176471
480,Group 45,Alarelin (Acetate),Alarelin,Q8NG31,KNL1,0.211564943,5.950718319,3.28695871,3.494154594,0.988753053,0.020482456,0.030623873,0.215037332,3.797305667,4.039947437,0.04,8,7,3.194195094,0.875,1.359073359,1.327586207,Background,0.808823529
480,Group 45,Alarelin (Acetate),Alarelin,Q92564,DCUN1D4,0.27969891,5.919139821,3.28695871,3.535547279,0.988558078,0.031614346,0.023953522,0.24167047,5.273898993,3.646823501,0.09,5,2,2.922465945,0.4,0.866666667,0.690265487,Background,0.852941176
lumos,Group 45,Alarelin (Acetate),Alarelin,Q96BN8,OTULIN,0.295990439,6.805220767,3.63009568,2.971275849,0.992909087,0.019452794,0.033119998,0.260410926,5.036751631,1.939299295,0.28,10,9,2.966399885,0.9,1.807228916,2.341040462,Background,0.911764706
480,Group 45,Alarelin (Acetate),Alarelin,Q9NUP9,LIN7C,0.139671328,5.069126423,2.650825131,3.749427099,0.981391912,0.014020453,0.020521434,0.112660766,2.239233601,3.256574727,0.5,11,5,3.310905629,0.454545455,0.833333333,0.922131148,Background,0.816176471
480,Group 45,Alarelin (Acetate),Alarelin,Q9NXA8,SIRT5,0.376420121,6.404509451,3.576033695,3.339252634,0.99122615,0.046766415,0.029875006,0.281630459,7.370032547,10.61301097,0.36,13,8,3.388625095,0.615384615,1.344827586,1.208053691,Background,0.977941176
lumos,Group 45,Alarelin (Acetate),Alarelin,Q9Y383,LUC7L2,0.613587905,10.27852224,6.927305895,2.79518459,0.998847256,0.02221543,0.033473671,0.552699354,11.41422567,12.53699223,0.17,10,4,3.27241023,0.4,1.433121019,1.395348837,Background,0.992647059
lumos,Group 45,Clofazimine,Clofazimine,P16615,ATP2A2,0.210272519,5.646933879,2.596747529,3.028571253,0.986714373,0.017053144,0.028269426,0.16434051,3.058730164,5.603809246,0.35,75,27,3.986850079,0.36,1.559477756,1.5136897,Background,0.941176471
lumos,Group 45,Clofazimine,Clofazimine,P21796,VDAC1,0.249639246,4.452022835,1.799776494,3.426511261,0.971198511,0.045045117,0.011832645,0.108570133,3.779366328,5.89517788,0.84,53,17,3.76071267,0.320754717,1.377020785,1.358792185,Background,0.845588235
lumos,Group 45,Clofazimine,Clofazimine,P45880,VDAC2,0.343872142,6.435691917,3.260566831,2.903632516,0.991366395,0.040258292,0.034389506,0.278703077,5.504367029,6.260919848,0.61,33,14,3.588271707,0.424242424,1.341463415,1.598984772,Background,0.992647059
480,Group 45,Clofazimine,Clofazimine,Q5M775,SPECC1,0.42493431,5.578995568,2.683573022,3.204662512,0.986232067,0.042649267,0.061331234,0.37866848,8.171133565,4.959509063,0.02,3,2,2.806010295,0.666666667,1.341176471,0.95,Background,0.801470588
