Type,Group,Drug,Protein_ID,Gene,fc,log_pvalue,log_adj.pvalue,rank,total_rank,drug_cv,con_cv,lasso_score,norm_fc_drug,norm_fc_prot,coverage,psm,upep,avg_abund,utoP,ratio_to_total_psm,ratio_to_total_upep,Class,H-Score,DrugName
lumos,Group 34,Riboflavin (phosphate sodium),Q16881,TXNRD1,0.221021147,4.946664182,2.344801642,3.199755177,0.979951838,0.017632122,0.032768888,0.179696165,3.515858664,3.237223125,0.53,109,30,4.435046046,0.275229358,0.979432907,1.087832393,Background,0.919117647,Riboflavin
lumos,Group 2,Diclofenac,O60701,UGDH,0.15312914,7.032302772,3.967096644,2.913283902,0.993671882,0.008702957,0.014222419,0.113281852,1.836459068,1.944584167,0.91,290,52,4.794183306,0.179310345,1.550986451,1.304347826,Background,0.845588235,Diclofenac
lumos,Group 6,Eltrombopag,O60701,UGDH,0.280603706,7.544674138,4.249437007,3.022840611,0.995176948,0.029360188,0.018916808,0.245362546,3.645077697,4.026981616,0.88,269,46,4.811019719,0.171003717,1.438673639,1.153846154,Background,0.911764706,Eltrombopag
480,Group 49,Estropipate,O60701,UGDH,0.140740355,3.815394698,1.03891569,2.939519253,0.950219945,0.012034113,0.0333505,0.118459441,2.551343227,1.894176841,0.78,114,33,4.791877587,0.289473684,0.845557936,0.839932127,Background,0.801470588,Estropipate
480,Group 1,Febuxostat,O60701,UGDH,0.361000653,7.173403343,3.8827011,2.51851394,0.994143925,0.004704656,0.040884054,0.313591521,5.159397794,5.666644787,0.79,114,32,4.628084817,0.280701754,0.845557936,0.814479638,Background,0.977941176,Febuxostat
lumos,Group 29,Flavin adenine dinucleotide (disodium salt),O60701,UGDH,1.297819569,7.051053357,4.307431618,3.389166084,0.993730032,0.154794845,0.090950563,1.164621469,14.92351264,20.64400399,0.74,162,35,4.299754556,0.216049383,0.866413121,0.877926421,Background,0.941176471,Flavin adenine dinucleotide
480,Group 41,Hydroxyzine (pamoate),O60701,UGDH,0.692906064,8.9773806,6.037262733,3.174641193,0.997762925,0.052380852,0.032912364,0.61029646,8.885788464,11.35129395,0.71,101,33,4.582958882,0.326732673,0.749134663,0.839932127,Background,0.977941176,Hydroxyzine
480,Group 10,Olsalazine (Disodium),O60701,UGDH,0.612514945,12.15179955,8.569281669,2.478566496,0.999575845,0.007846744,0.025806424,0.584902392,12.62591444,9.974409789,0.78,124,31,4.732369632,0.25,0.919729685,0.789027149,Background,0.985294118,Olsalazine
480,Group 5,Pyrantel (pamoate),O60701,UGDH,0.553177404,9.366576638,6.293408376,3.018700499,0.998180238,0.031108333,0.033673323,0.470190124,6.840066082,8.958116905,0.78,186,53,4.814162993,0.284946237,1.379594528,1.3489819,Background,0.985294118,Pyrantel
lumos,Group 34,Riboflavin (phosphate sodium),O60701,UGDH,0.211334429,6.298593439,3.609580724,3.112605002,0.990702797,0.028501718,0.018599634,0.16262355,3.335371664,2.895413409,0.86,160,42,4.673289146,0.2625,0.855716663,1.053511706,Background,0.941176471,Riboflavin
lumos,Group 27,Triflusal,O60701,UGDH,0.293090178,6.671284271,3.099226281,2.212187604,0.992372052,0.021549065,0.033491305,0.236828977,4.368077024,4.23095797,0.72,120,32,4.196167892,0.266666667,0.641787497,0.802675585,Background,0.941176471,Triflusal
480,Group 14,Amodiaquine (dihydrochloride dihydrate),A6NIH7,UNC119B,0.294556517,5.755154821,2.670310542,2.900913068,0.987487429,0.013057981,0.040445104,0.232228558,4.516579435,5.469441139,0.39,11,7,3.375745894,0.636363636,0.963035019,0.975232198,Background,0.963235294,Amodiaquine
lumos,Group 4,Cariprazine (hydrochloride),A6NIH7,UNC119B,0.235285455,4.732580573,1.633706207,2.610660163,0.976603066,0.039372513,0.013573899,0.069680985,4.953036926,3.040929082,0.47,15,6,3.330393479,0.4,1.442307692,1.14893617,Background,0.867647059,Cariprazine
480,Group 6,Darifenacin (hydrobromide),A6NIH7,UNC119B,0.391458363,6.976685594,3.599288267,2.64738297,0.993480328,0.01617222,0.037978797,0.257971527,5.792412296,7.544225704,0.59,14,8,3.60735314,0.571428571,1.225680934,1.114551084,Background,1,Darifenacin
lumos,Group 18,EC5026,A6NIH7,UNC119B,0.332037839,5.713332571,2.464991414,2.645422269,0.987182995,0.029754874,0.051218738,0.329215827,3.932088854,4.662400389,0.53,15,9,3.082857149,0.6,1.442307692,1.723404255,Background,0.911764706,EC5026
480,Group 49,Hydroxychloroquine (sulfate),A6NIH7,UNC119B,0.292788808,3.944402507,0.951959454,2.991226076,0.956038393,0.092416245,0.030098263,0.07860753,5.098070929,5.431592357,0.41,15,8,3.55291145,0.533333333,1.313229572,1.114551084,Background,0.846813725,Hydroxychloroquine
480,Group 28,Metergoline,A6NIH7,UNC119B,0.348652169,6.893926579,3.314257285,2.505149978,0.993182736,0.028180099,0.026594632,0.283783569,4.481412527,6.627693822,0.36,9,7,3.214141524,0.777777778,0.787937743,0.975232198,Background,0.963235294,Metergoline
lumos,Group 32,Mibefradil (dihydrochloride),A6NIH7,UNC119B,0.228902076,5.754730581,2.121262126,2.553883027,0.987484009,0.010790999,0.02773645,0.208727687,3.593662441,2.933950161,0.27,10,4,3.029850292,0.4,0.961538462,0.765957447,Background,0.845588235,Mibefradil
480,Group 16,Penfluridol,A6NIH7,UNC119B,0.394622105,6.847868769,3.176048209,2.716837723,0.993052753,0.001773595,0.043814682,0.241295143,5.254990269,7.611965228,0.55,12,8,3.399440074,0.666666667,1.050583658,1.114551084,Background,0.985294118,Penfluridol
lumos,Group 8,Salmeterol (xinafoate),A6NIH7,UNC119B,0.254668935,6.802321882,4.073736228,3.236033147,0.992902246,0.025945442,0.013103903,0.15037701,3.197524998,3.365776447,0.51,21,8,3.535313112,0.380952381,2.019230769,1.531914894,Background,0.941176471,Salmeterol
480,Group 49,Terfenadine,A6NIH7,UNC119B,0.543392901,9.454227675,5.859724631,2.507855872,0.998228127,9.65E-05,0.030098263,0.351233833,9.768751629,10.79732613,0.41,15,8,3.55291145,0.533333333,1.313229572,1.114551084,Background,1,Terfenadine
lumos,Group 19,Choline Fenofibrate,Q86U90,YRDC,0.60284935,6.543638324,3.007711582,2.523746467,0.991882906,0.041964094,0.066796884,0.568119159,7.53397909,6.324705964,0.23,6,4,2.694999833,0.666666667,1.081967213,1.041420118,Background,0.963235294,Choline Fenofibrate
lumos,Group 37,Clinofibrate,Q86U90,YRDC,0.92982258,9.943586602,6.30760049,2.872156273,0.998628338,0.040004425,0.028893817,0.802061723,12.43133686,10.20549292,0.24,6,6,3.288763276,1,1.081967213,1.562130178,Background,0.977941176,Clinofibrate
lumos,Group 18,Eprosartan (mesylate),Q86U90,YRDC,0.352656874,5.058706694,2.297758578,3.571708832,0.981275612,0.060248311,0.057261908,0.285318337,3.325559887,3.35521608,0.31,7,6,2.881099218,0.857142857,1.262295082,1.562130178,Background,0.816176471,Eprosartan
480,Group 49,Fenofibric acid,Q86U90,YRDC,0.371994251,9.068920109,5.474417065,2.136720567,0.997858702,0.021725502,0.025031898,0.353161634,7.920448137,3.968324451,0.26,9,6,3.597892548,0.666666667,1.08,0.989010989,Background,0.992647059,Fenofibric acid
lumos,Group 41,Hydroxyzine (pamoate),Q86U90,YRDC,0.785082926,8.114573953,5.232920511,3.174641193,0.996391262,0.040086593,0.067466323,0.584714025,11.26334311,8.487603782,0.23,5,4,2.586362223,0.8,0.901639344,1.041420118,Background,0.933823529,Hydroxyzine
480,Group 26,Novobiocin (Sodium),Q86U90,YRDC,0.274618371,7.536677168,3.875527311,2.225309282,0.995142742,0.018719632,0.024155877,0.227665889,4.780612719,2.758935868,0.37,14,8,3.989936791,0.571428571,1.68,1.318681319,Background,0.963235294,Novobiocin
lumos,Group 10,Olsalazine (Disodium),Q86U90,YRDC,0.433913859,7.136709605,4.054283304,2.95568775,0.994051569,0.029539176,0.028157892,0.319940115,5.843956658,4.319640743,0.25,9,5,2.937618179,0.555555556,1.62295082,1.301775148,Background,0.963235294,Olsalazine
480,Group 16,Pregnenolone monosulfate,Q86U90,YRDC,0.186672244,5.865239655,2.67054035,2.911690159,0.988236542,0.004187501,0.025267062,0.133947406,2.43432835,1.6666629,0.38,12,8,3.630178618,0.666666667,1.44,1.318681319,Background,0.845588235,Pregnenolone
480,Group 5,Pyrantel (pamoate),Q86U90,YRDC,1.10209707,9.041729722,6.065471473,3.115610512,0.997824496,0.087899812,0.031636263,0.925482825,14.27992086,13.03605265,0.48,14,9,3.471658359,0.642857143,1.68,1.483516484,Background,1,Pyrantel
480,Group 32,Salicylamide,Q86U90,YRDC,0.286217727,3.414448671,0.413667643,2.770852012,0.924931417,0.075904019,0.047447632,0.109207842,6.288595085,2.902997509,0.42,10,8,3.736934057,0.8,1.2,1.318681319,Background,0.860294118,Salicylamide
480,Group 8,Salmeterol (xinafoate),Q86U90,YRDC,0.370337281,5.025560203,2.374864224,3.390935107,0.980909607,0.057752832,0.041358674,0.18638609,4.417640345,3.947745214,0.26,9,5,3.508671094,0.555555556,1.08,0.824175824,Background,0.860294118,Salmeterol
480,Group 9,Valsartan,Q86U90,YRDC,1.075730815,11.83953,8.131364139,2.820201459,0.999507433,0.041759011,0.036783019,0.940983996,17.51627006,12.70858913,0.43,11,8,3.726841268,0.727272727,1.32,1.318681319,Background,0.970588235,Valsartan
